player,prop_type,line,odds,sample_size,recent_avg,recent_median,recent_std,hit_rate_over,hit_rate_under,last_5_trend,last_5_avg,model_predictions,recommended_side,avg_edge,confidence,bookmaker
Devin Vassell,rebounds,3.5,130,15,3.5,3.0,1.46,40.0,60.0,↓,3.6,"{'weighted': {'projection': np.float64(3.1), 'confidence': np.float64(0.61), 'edge': np.float64(-0.1171), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.0), 'confidence': np.float64(0.593), 'edge': np.float64(-0.1286), 'side': 'under'}}",under,-12.28,0.6,betonlineag
Dillon Brooks,points,19.5,-106,15,22.6,22.0,7.16,53.3,46.7,↓,24.0,"{'weighted': {'projection': np.float64(21.2), 'confidence': np.float64(0.649), 'edge': np.float64(0.0856), 'side': 'over'}, 'ensemble': {'projection': np.float64(20.6), 'confidence': np.float64(0.629), 'edge': np.float64(0.0564), 'side': 'over'}}",over,7.1,0.64,fanduel
Dillon Brooks,pra,24.5,-111,15,27.5,28.0,7.08,53.3,46.7,↓,29.2,"{'weighted': {'projection': np.float64(26.1), 'confidence': np.float64(0.721), 'edge': np.float64(0.0637), 'side': 'over'}, 'ensemble': {'projection': np.float64(26.0), 'confidence': np.float64(0.713), 'edge': np.float64(0.0633), 'side': 'over'}}",over,6.35,0.72,draftkings
Dillon Brooks,rebounds,3.5,131,15,3.1,3.0,1.39,26.7,73.3,↓,2.8,"{'weighted': {'projection': np.float64(3.1), 'confidence': np.float64(0.506), 'edge': np.float64(-0.1114), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.0), 'confidence': np.float64(0.483), 'edge': np.float64(-0.1286), 'side': 'under'}}",under,-12.0,0.49,draftkings
Gradey Dick,assists,0.5,-165,15,1.0,1.0,0.93,66.7,33.3,↑,0.4,"{'weighted': {'projection': np.float64(1.5), 'confidence': np.float64(0.388), 'edge': np.float64(1.94), 'side': 'over'}, 'ensemble': {'projection': np.float64(1.2), 'confidence': np.float64(0.22), 'edge': np.float64(1.5), 'side': 'over'}}",over,172.0,0.3,betmgm
Gradey Dick,points,5.5,-125,15,5.7,6.0,4.27,53.3,46.7,↓,5.6,"{'weighted': {'projection': np.float64(6.4), 'confidence': np.float64(0.435), 'edge': np.float64(0.1691), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.398), 'edge': np.float64(0.1273), 'side': 'over'}}",over,14.82,0.42,fanduel
Gradey Dick,rebounds,1.5,-165,15,1.9,1.0,1.55,46.7,53.3,↓,2.0,"{'weighted': {'projection': np.float64(2.0), 'confidence': np.float64(0.144), 'edge': np.float64(0.34), 'side': 'over'}, 'ensemble': {'projection': np.float64(1.5), 'confidence': np.float64(0.072), 'edge': np.float64(0.0), 'side': 'pass'}}",over,17.0,0.11,betmgm
Gradey Dick,rebounds,2.5,149,15,1.9,1.0,1.55,33.3,66.7,↓,2.0,"{'weighted': {'projection': np.float64(2.0), 'confidence': np.float64(0.144), 'edge': np.float64(-0.196), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.5), 'confidence': np.float64(0.072), 'edge': np.float64(-0.4), 'side': 'under'}}",under,-29.8,0.11,betonlineag
Grayson Allen,assists,3.5,-104,15,3.7,4.0,1.49,60.0,40.0,↑,2.4,"{'weighted': {'projection': np.float64(4.7), 'confidence': np.float64(0.804), 'edge': np.float64(0.3371), 'side': 'over'}, 'ensemble': {'projection': np.float64(4.6), 'confidence': np.float64(0.794), 'edge': np.float64(0.3143), 'side': 'over'}}",over,32.57,0.8,fanduel
Grayson Allen,points,15.5,-110,15,16.9,14.0,8.08,46.7,53.3,↓,13.2,"{'weighted': {'projection': np.float64(16.9), 'confidence': np.float64(0.51), 'edge': np.float64(0.0897), 'side': 'over'}, 'ensemble': {'projection': np.float64(16.7), 'confidence': np.float64(0.49), 'edge': np.float64(0.0774), 'side': 'over'}}",over,8.36,0.5,draftkings
Grayson Allen,pra,22.5,-108,15,23.3,23.0,9.02,53.3,46.7,↑,18.0,"{'weighted': {'projection': np.float64(24.5), 'confidence': np.float64(0.663), 'edge': np.float64(0.0907), 'side': 'over'}, 'ensemble': {'projection': np.float64(24.8), 'confidence': np.float64(0.658), 'edge': np.float64(0.1), 'side': 'over'}}",over,9.54,0.66,betonlineag
Grayson Allen,rebounds,2.5,-172,15,2.7,3.0,1.79,53.3,46.7,↑,2.4,"{'weighted': {'projection': np.float64(3.0), 'confidence': np.float64(0.389), 'edge': np.float64(0.188), 'side': 'over'}, 'ensemble': {'projection': np.float64(3.0), 'confidence': np.float64(0.376), 'edge': np.float64(0.2), 'side': 'over'}}",over,19.4,0.38,betonlineag
Isaiah Joe,points,7.5,-102,15,12.4,14.0,5.6,80.0,20.0,↓,9.8,"{'weighted': {'projection': np.float64(15.0), 'confidence': np.float64(0.613), 'edge': np.float64(1.004), 'side': 'over'}, 'ensemble': {'projection': np.float64(14.5), 'confidence': np.float64(0.588), 'edge': np.float64(0.9333), 'side': 'over'}}",over,96.86,0.6,betonlineag
Ja'Kobe Walter,assists,1.5,130,15,0.9,1.0,0.8,26.7,73.3,↓,1.4,"{'weighted': {'projection': np.float64(0.7), 'confidence': 0, 'edge': np.float64(-0.5333), 'side': 'under'}, 'ensemble': {'projection': np.float64(0.6), 'confidence': 0.0, 'edge': np.float64(-0.6), 'side': 'under'}}",under,-56.66,0.0,betmgm
Ja'Kobe Walter,points,7.5,-120,15,6.3,5.0,5.45,26.7,73.3,↓,5.8,"{'weighted': {'projection': np.float64(5.5), 'confidence': np.float64(0.121), 'edge': np.float64(-0.272), 'side': 'under'}, 'ensemble': {'projection': np.float64(5.2), 'confidence': np.float64(0.06), 'edge': np.float64(-0.3), 'side': 'under'}}",under,-28.6,0.09,betrivers
Ja'Kobe Walter,points,8.5,106,15,6.3,5.0,5.45,26.7,73.3,↓,5.8,"{'weighted': {'projection': np.float64(5.5), 'confidence': np.float64(0.121), 'edge': np.float64(-0.3576), 'side': 'under'}, 'ensemble': {'projection': np.float64(5.2), 'confidence': np.float64(0.06), 'edge': np.float64(-0.3824), 'side': 'under'}}",under,-37.0,0.09,betonlineag
Ja'Kobe Walter,pra,12.5,-105,15,9.7,9.0,6.09,26.7,73.3,↓,9.8,"{'weighted': {'projection': np.float64(7.9), 'confidence': np.float64(0.342), 'edge': np.float64(-0.368), 'side': 'under'}, 'ensemble': {'projection': np.float64(8.4), 'confidence': np.float64(0.367), 'edge': np.float64(-0.324), 'side': 'under'}}",under,-34.6,0.35,betmgm
Ja'Kobe Walter,rebounds,2.5,-150,15,2.5,3.0,1.88,53.3,46.7,↓,2.6,"{'weighted': {'projection': np.float64(1.7), 'confidence': 0, 'edge': np.float64(-0.304), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.8), 'confidence': 0.0, 'edge': np.float64(-0.26), 'side': 'under'}}",under,-28.2,0.0,betmgm
Jaime Jaquez Jr,assists,3.5,-106,15,5.5,6.0,2.0,80.0,20.0,↑,3.8,"{'weighted': {'projection': np.float64(6.7), 'confidence': np.float64(0.778), 'edge': np.float64(0.9257), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.8), 'confidence': np.float64(0.776), 'edge': np.float64(0.9571), 'side': 'over'}}",over,94.14,0.78,fanduel
Jaime Jaquez Jr,points,11.5,-106,15,15.0,13.0,6.24,66.7,33.3,↑,13.4,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.711), 'edge': np.float64(0.4217), 'side': 'over'}, 'ensemble': {'projection': np.float64(14.9), 'confidence': np.float64(0.671), 'edge': np.float64(0.2957), 'side': 'over'}}",over,35.87,0.69,fanduel
Jaime Jaquez Jr,pra,20.5,100,15,26.3,24.0,9.42,66.7,33.3,↑,21.4,"{'weighted': {'projection': np.float64(31.0), 'confidence': np.float64(0.742), 'edge': np.float64(0.5137), 'side': 'over'}, 'ensemble': {'projection': np.float64(29.2), 'confidence': np.float64(0.718), 'edge': np.float64(0.4268), 'side': 'over'}}",over,47.03,0.73,draftkings
Jaime Jaquez Jr,rebounds,4.5,124,15,5.8,5.0,3.49,53.3,46.7,↑,4.2,"{'weighted': {'projection': np.float64(7.9), 'confidence': np.float64(0.518), 'edge': np.float64(0.7644), 'side': 'over'}, 'ensemble': {'projection': np.float64(7.2), 'confidence': np.float64(0.449), 'edge': np.float64(0.6), 'side': 'over'}}",over,68.22,0.48,fanduel
Jake LaRavia,points,4.5,-112,15,6.9,6.0,4.53,66.7,33.3,↓,7.2,"{'weighted': {'projection': np.float64(7.7), 'confidence': np.float64(0.427), 'edge': np.float64(0.7089), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.6), 'confidence': np.float64(0.292), 'edge': np.float64(0.4667), 'side': 'over'}}",over,58.78,0.36,fanduel
Jakob Poeltl,assists,1.5,-200,15,2.1,1.0,2.29,40.0,60.0,↓,3.4,"{'weighted': {'projection': np.float64(1.3), 'confidence': np.float64(0.133), 'edge': np.float64(-0.14), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.2), 'confidence': np.float64(0.066), 'edge': np.float64(-0.2333), 'side': 'under'}}",under,-18.67,0.1,betmgm
Jakob Poeltl,assists,2.5,142,15,2.1,1.0,2.29,33.3,66.7,↓,3.4,"{'weighted': {'projection': np.float64(1.3), 'confidence': np.float64(0.133), 'edge': np.float64(-0.484), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.2), 'confidence': np.float64(0.066), 'edge': np.float64(-0.54), 'side': 'under'}}",under,-51.2,0.1,draftkings
Jakob Poeltl,points,7.5,-210,15,10.7,10.0,5.95,73.3,26.7,↑,8.4,"{'weighted': {'projection': np.float64(10.9), 'confidence': np.float64(0.393), 'edge': np.float64(0.4493), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.4), 'confidence': np.float64(0.406), 'edge': np.float64(0.5267), 'side': 'over'}}",over,48.8,0.4,bovada
Jakob Poeltl,points,8.5,-145,15,10.7,10.0,5.95,53.3,46.7,↑,8.4,"{'weighted': {'projection': np.float64(10.9), 'confidence': np.float64(0.393), 'edge': np.float64(0.2788), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.4), 'confidence': np.float64(0.406), 'edge': np.float64(0.3471), 'side': 'over'}}",over,31.3,0.4,bovada
Jakob Poeltl,points,9.5,-105,15,10.7,10.0,5.95,53.3,46.7,↑,8.4,"{'weighted': {'projection': np.float64(10.9), 'confidence': np.float64(0.393), 'edge': np.float64(0.1442), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.4), 'confidence': np.float64(0.406), 'edge': np.float64(0.2053), 'side': 'over'}}",over,17.48,0.4,bovada
Jakob Poeltl,points,10.5,130,15,10.7,10.0,5.95,46.7,53.3,↑,8.4,"{'weighted': {'projection': np.float64(10.9), 'confidence': np.float64(0.393), 'edge': np.float64(0.0352), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.4), 'confidence': np.float64(0.406), 'edge': np.float64(0.0905), 'side': 'over'}}",over,6.28,0.4,bovada
Jakob Poeltl,pra,17.5,-185,15,21.1,22.0,7.65,66.7,33.3,↓,19.4,"{'weighted': {'projection': np.float64(19.9), 'confidence': np.float64(0.596), 'edge': np.float64(0.1371), 'side': 'over'}, 'ensemble': {'projection': np.float64(21.4), 'confidence': np.float64(0.613), 'edge': np.float64(0.2257), 'side': 'over'}}",over,18.14,0.6,bovada
Jakob Poeltl,pra,18.5,-145,15,21.1,22.0,7.65,66.7,33.3,↓,19.4,"{'weighted': {'projection': np.float64(19.9), 'confidence': np.float64(0.596), 'edge': np.float64(0.0757), 'side': 'over'}, 'ensemble': {'projection': np.float64(21.4), 'confidence': np.float64(0.613), 'edge': np.float64(0.1595), 'side': 'over'}}",over,11.76,0.6,bovada
Jakob Poeltl,pra,19.5,-115,15,21.1,22.0,7.65,66.7,33.3,↓,19.4,"{'weighted': {'projection': np.float64(19.9), 'confidence': np.float64(0.596), 'edge': np.float64(0.0205), 'side': 'pass'}, 'ensemble': {'projection': np.float64(21.4), 'confidence': np.float64(0.613), 'edge': np.float64(0.1), 'side': 'over'}}",over,6.02,0.6,betmgm
Jakob Poeltl,rebounds,6.5,-210,15,8.3,9.0,2.69,86.7,13.3,↓,7.6,"{'weighted': {'projection': np.float64(7.7), 'confidence': np.float64(0.657), 'edge': np.float64(0.1908), 'side': 'over'}, 'ensemble': {'projection': np.float64(8.4), 'confidence': np.float64(0.673), 'edge': np.float64(0.2846), 'side': 'over'}}",over,23.77,0.66,bovada
Jakob Poeltl,rebounds,7.5,-115,15,8.3,9.0,2.69,66.7,33.3,↓,7.6,"{'weighted': {'projection': np.float64(7.7), 'confidence': np.float64(0.657), 'edge': np.float64(0.032), 'side': 'over'}, 'ensemble': {'projection': np.float64(8.4), 'confidence': np.float64(0.673), 'edge': np.float64(0.1133), 'side': 'over'}}",over,7.26,0.66,betmgm
Jakob Poeltl,rebounds,8.5,140,15,8.3,9.0,2.69,60.0,40.0,↓,7.6,"{'weighted': {'projection': np.float64(7.7), 'confidence': np.float64(0.657), 'edge': np.float64(-0.0894), 'side': 'under'}, 'ensemble': {'projection': np.float64(8.4), 'confidence': np.float64(0.673), 'edge': np.float64(-0.0176), 'side': 'pass'}}",under,-5.35,0.66,bovada
Jalen Brunson,assists,5.5,-165,15,7.0,7.0,2.83,60.0,40.0,↑,7.2,"{'weighted': {'projection': np.float64(7.9), 'confidence': np.float64(0.644), 'edge': np.float64(0.4364), 'side': 'over'}, 'ensemble': {'projection': np.float64(7.2), 'confidence': np.float64(0.594), 'edge': np.float64(0.3091), 'side': 'over'}}",over,37.28,0.62,bovada
Jalen Brunson,assists,6.5,115,15,7.0,7.0,2.83,53.3,46.7,↑,7.2,"{'weighted': {'projection': np.float64(7.9), 'confidence': np.float64(0.644), 'edge': np.float64(0.2154), 'side': 'over'}, 'ensemble': {'projection': np.float64(7.2), 'confidence': np.float64(0.594), 'edge': np.float64(0.1077), 'side': 'over'}}",over,16.16,0.62,bovada
Jalen Brunson,points,23.5,-260,15,26.7,28.0,6.99,66.7,33.3,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(0.0553), 'side': 'over'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(0.1553), 'side': 'over'}}",over,10.53,0.75,bovada
Jalen Brunson,points,24.5,-210,15,26.7,28.0,6.99,66.7,33.3,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(0.0122), 'side': 'pass'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(0.1082), 'side': 'over'}}",over,6.02,0.75,bovada
Jalen Brunson,points,27.5,-106,15,26.7,28.0,6.99,53.3,46.7,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(-0.0982), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(-0.0127), 'side': 'pass'}}",under,-5.54,0.75,fanduel
Jalen Brunson,points,28.5,105,15,26.7,28.0,6.99,46.7,53.3,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(-0.1298), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(-0.0474), 'side': 'under'}}",under,-8.86,0.75,bovada
Jalen Brunson,points,29.5,125,15,26.7,28.0,6.99,46.7,53.3,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(-0.1593), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(-0.0797), 'side': 'under'}}",under,-11.95,0.75,bovada
Jalen Brunson,points,30.5,150,15,26.7,28.0,6.99,40.0,60.0,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(-0.1869), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(-0.1098), 'side': 'under'}}",under,-14.84,0.75,bovada
Jalen Brunson,points,31.5,180,15,26.7,28.0,6.99,33.3,66.7,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(-0.2127), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(-0.1381), 'side': 'under'}}",under,-17.54,0.75,bovada
Jalen Brunson,points,32.5,215,15,26.7,28.0,6.99,26.7,73.3,↑,24.4,"{'weighted': {'projection': np.float64(24.8), 'confidence': np.float64(0.743), 'edge': np.float64(-0.2369), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.758), 'edge': np.float64(-0.1646), 'side': 'under'}}",under,-20.08,0.75,bovada
Jalen Brunson,pra,34.5,-165,15,36.5,38.0,6.89,60.0,40.0,↑,34.4,"{'weighted': {'projection': np.float64(35.7), 'confidence': np.float64(0.8), 'edge': np.float64(0.0354), 'side': 'over'}, 'ensemble': {'projection': np.float64(37.4), 'confidence': np.float64(0.804), 'edge': np.float64(0.0826), 'side': 'over'}}",over,5.9,0.8,bovada
Jalen Brunson,pra,38.5,115,15,36.5,38.0,6.89,46.7,53.3,↑,34.4,"{'weighted': {'projection': np.float64(35.7), 'confidence': np.float64(0.8), 'edge': np.float64(-0.0722), 'side': 'under'}, 'ensemble': {'projection': np.float64(37.4), 'confidence': np.float64(0.804), 'edge': np.float64(-0.0299), 'side': 'pass'}}",under,-5.1,0.8,bovada
Jalen Brunson,rebounds,2.5,-150,15,2.8,2.0,1.9,46.7,53.3,↓,2.8,"{'weighted': {'projection': np.float64(3.0), 'confidence': np.float64(0.358), 'edge': np.float64(0.208), 'side': 'over'}, 'ensemble': {'projection': np.float64(3.0), 'confidence': np.float64(0.338), 'edge': np.float64(0.2), 'side': 'over'}}",over,20.4,0.35,betmgm
Jalen Suggs,assists,4.5,112,15,4.8,4.0,2.54,46.7,53.3,↑,3.6,"{'weighted': {'projection': np.float64(4.9), 'confidence': np.float64(0.461), 'edge': np.float64(0.0933), 'side': 'over'}, 'ensemble': {'projection': np.float64(5.0), 'confidence': np.float64(0.451), 'edge': np.float64(0.1), 'side': 'over'}}",over,9.66,0.46,fanduel
Jalen Suggs,points,17.5,-122,15,15.5,14.0,6.46,33.3,66.7,↓,17.4,"{'weighted': {'projection': np.float64(13.2), 'confidence': np.float64(0.506), 'edge': np.float64(-0.2451), 'side': 'under'}, 'ensemble': {'projection': np.float64(13.6), 'confidence': np.float64(0.507), 'edge': np.float64(-0.2229), 'side': 'under'}}",under,-23.4,0.51,fanduel
Jalen Suggs,points,18.5,-110,15,15.5,14.0,6.46,33.3,66.7,↓,17.4,"{'weighted': {'projection': np.float64(13.2), 'confidence': np.float64(0.506), 'edge': np.float64(-0.2859), 'side': 'under'}, 'ensemble': {'projection': np.float64(13.6), 'confidence': np.float64(0.507), 'edge': np.float64(-0.2649), 'side': 'under'}}",under,-27.54,0.51,draftkings
Jalen Suggs,pra,26.5,-105,15,24.2,24.0,6.3,40.0,60.0,↓,24.6,"{'weighted': {'projection': np.float64(21.8), 'confidence': np.float64(0.711), 'edge': np.float64(-0.1792), 'side': 'under'}, 'ensemble': {'projection': np.float64(22.9), 'confidence': np.float64(0.718), 'edge': np.float64(-0.1358), 'side': 'under'}}",under,-15.75,0.71,draftkings
Jalen Suggs,rebounds,2.5,-188,15,3.9,3.0,1.77,80.0,20.0,↓,3.6,"{'weighted': {'projection': np.float64(3.6), 'confidence': np.float64(0.434), 'edge': np.float64(0.448), 'side': 'over'}, 'ensemble': {'projection': np.float64(3.3), 'confidence': np.float64(0.357), 'edge': np.float64(0.32), 'side': 'over'}}",over,38.4,0.4,draftkings
Jalen Williams,points,18.5,-106,5,17.8,16.0,5.63,40.0,60.0,↑,17.8,"{'weighted': {'projection': np.float64(16.9), 'confidence': np.float64(0.702), 'edge': np.float64(-0.0861), 'side': 'under'}, 'ensemble': {'projection': np.float64(16.4), 'confidence': np.float64(0.675), 'edge': np.float64(-0.1108), 'side': 'under'}}",under,-9.84,0.69,fanduel
Jalen Williams,pra,30.5,-106,5,29.4,29.0,4.72,40.0,60.0,↑,29.4,"{'weighted': {'projection': np.float64(28.6), 'confidence': np.float64(0.852), 'edge': np.float64(-0.0632), 'side': 'under'}, 'ensemble': {'projection': np.float64(28.8), 'confidence': np.float64(0.844), 'edge': np.float64(-0.0557), 'side': 'under'}}",under,-5.94,0.85,fanduel
Jalen Williams,rebounds,5.5,110,5,5.2,4.0,2.59,40.0,60.0,↓,5.2,"{'weighted': {'projection': np.float64(5.3), 'confidence': np.float64(0.56), 'edge': np.float64(-0.0424), 'side': 'under'}, 'ensemble': {'projection': np.float64(4.6), 'confidence': np.float64(0.456), 'edge': np.float64(-0.1545), 'side': 'under'}}",under,-9.84,0.51,fanduel
Jamal Shead,assists,6.5,100,15,5.1,5.0,2.47,26.7,73.3,↓,4.0,"{'weighted': {'projection': np.float64(5.8), 'confidence': np.float64(0.576), 'edge': np.float64(-0.1108), 'side': 'under'}, 'ensemble': {'projection': np.float64(5.6), 'confidence': np.float64(0.553), 'edge': np.float64(-0.1308), 'side': 'under'}}",under,-12.08,0.56,bovada
Jamal Shead,points,7.5,-159,15,5.5,6.0,3.38,33.3,66.7,↑,5.4,"{'weighted': {'projection': np.float64(5.8), 'confidence': np.float64(0.412), 'edge': np.float64(-0.2333), 'side': 'under'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.432), 'edge': np.float64(-0.18), 'side': 'under'}}",under,-20.66,0.42,betrivers
Jamal Shead,points,8.5,102,15,5.5,6.0,3.38,26.7,73.3,↑,5.4,"{'weighted': {'projection': np.float64(5.8), 'confidence': np.float64(0.412), 'edge': np.float64(-0.3235), 'side': 'under'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.432), 'edge': np.float64(-0.2765), 'side': 'under'}}",under,-30.0,0.42,draftkings
Jamal Shead,pra,15.5,-200,15,12.3,12.0,4.53,33.3,66.7,↑,11.8,"{'weighted': {'projection': np.float64(12.8), 'confidence': np.float64(0.627), 'edge': np.float64(-0.1729), 'side': 'under'}, 'ensemble': {'projection': np.float64(12.2), 'confidence': np.float64(0.594), 'edge': np.float64(-0.2161), 'side': 'under'}}",under,-19.45,0.61,bovada
Jamal Shead,pra,16.5,-150,15,12.3,12.0,4.53,20.0,80.0,↑,11.8,"{'weighted': {'projection': np.float64(12.8), 'confidence': np.float64(0.627), 'edge': np.float64(-0.223), 'side': 'under'}, 'ensemble': {'projection': np.float64(12.2), 'confidence': np.float64(0.594), 'edge': np.float64(-0.2636), 'side': 'under'}}",under,-24.33,0.61,bovada
Jamal Shead,pra,17.5,-104,15,12.3,12.0,4.53,13.3,86.7,↑,11.8,"{'weighted': {'projection': np.float64(12.8), 'confidence': np.float64(0.627), 'edge': np.float64(-0.2674), 'side': 'under'}, 'ensemble': {'projection': np.float64(12.2), 'confidence': np.float64(0.594), 'edge': np.float64(-0.3057), 'side': 'under'}}",under,-28.66,0.61,fanduel
Jamal Shead,pra,18.5,105,15,12.3,12.0,4.53,6.7,93.3,↑,11.8,"{'weighted': {'projection': np.float64(12.8), 'confidence': np.float64(0.627), 'edge': np.float64(-0.307), 'side': 'under'}, 'ensemble': {'projection': np.float64(12.2), 'confidence': np.float64(0.594), 'edge': np.float64(-0.3432), 'side': 'under'}}",under,-32.51,0.61,bovada
Jamal Shead,pra,19.5,130,15,12.3,12.0,4.53,6.7,93.3,↑,11.8,"{'weighted': {'projection': np.float64(12.8), 'confidence': np.float64(0.627), 'edge': np.float64(-0.3426), 'side': 'under'}, 'ensemble': {'projection': np.float64(12.2), 'confidence': np.float64(0.594), 'edge': np.float64(-0.3769), 'side': 'under'}}",under,-35.98,0.61,bovada
Jamal Shead,rebounds,1.5,-165,15,1.7,2.0,1.44,53.3,46.7,↑,2.4,"{'weighted': {'projection': np.float64(1.3), 'confidence': np.float64(0.29), 'edge': np.float64(-0.14), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.4), 'confidence': np.float64(0.323), 'edge': np.float64(-0.0667), 'side': 'under'}}",under,-10.34,0.31,betmgm
Jamal Shead,rebounds,2.5,158,15,1.7,2.0,1.44,20.0,80.0,↑,2.4,"{'weighted': {'projection': np.float64(1.3), 'confidence': np.float64(0.29), 'edge': np.float64(-0.484), 'side': 'under'}, 'ensemble': {'projection': np.float64(1.4), 'confidence': np.float64(0.323), 'edge': np.float64(-0.44), 'side': 'under'}}",under,-46.2,0.31,fanduel
Jordan Clarkson,assists,1.5,-165,15,2.0,2.0,1.69,60.0,40.0,↓,1.8,"{'weighted': {'projection': np.float64(2.2), 'confidence': np.float64(0.315), 'edge': np.float64(0.4733), 'side': 'over'}, 'ensemble': {'projection': np.float64(2.4), 'confidence': np.float64(0.338), 'edge': np.float64(0.5667), 'side': 'over'}}",over,52.0,0.33,betmgm
Jordan Clarkson,assists,2.5,141,15,2.0,2.0,1.69,40.0,60.0,↓,1.8,"{'weighted': {'projection': np.float64(2.2), 'confidence': np.float64(0.315), 'edge': np.float64(-0.116), 'side': 'under'}, 'ensemble': {'projection': np.float64(2.4), 'confidence': np.float64(0.338), 'edge': np.float64(-0.06), 'side': 'under'}}",under,-8.8,0.33,betonlineag
Jordan Clarkson,points,8.5,-230,15,10.3,11.0,5.95,53.3,46.7,↓,7.8,"{'weighted': {'projection': np.float64(12.1), 'confidence': np.float64(0.568), 'edge': np.float64(0.4271), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.544), 'edge': np.float64(0.3882), 'side': 'over'}}",over,40.76,0.56,bovada
Jordan Clarkson,points,9.5,-165,15,10.3,11.0,5.95,53.3,46.7,↓,7.8,"{'weighted': {'projection': np.float64(12.1), 'confidence': np.float64(0.568), 'edge': np.float64(0.2768), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.544), 'edge': np.float64(0.2421), 'side': 'over'}}",over,25.94,0.56,bovada
Jordan Clarkson,points,10.5,-110,15,10.3,11.0,5.95,53.3,46.7,↓,7.8,"{'weighted': {'projection': np.float64(12.1), 'confidence': np.float64(0.568), 'edge': np.float64(0.1552), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.544), 'edge': np.float64(0.1238), 'side': 'over'}}",over,13.95,0.56,betmgm
Jordan Clarkson,points,13.5,190,15,10.3,11.0,5.95,26.7,73.3,↓,7.8,"{'weighted': {'projection': np.float64(12.1), 'confidence': np.float64(0.568), 'edge': np.float64(-0.1015), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.544), 'edge': np.float64(-0.1259), 'side': 'under'}}",under,-11.37,0.56,bovada
Jordan Clarkson,pra,12.5,-210,15,14.7,13.0,7.95,60.0,40.0,↓,11.6,"{'weighted': {'projection': np.float64(17.0), 'confidence': np.float64(0.599), 'edge': np.float64(0.356), 'side': 'over'}, 'ensemble': {'projection': np.float64(15.8), 'confidence': np.float64(0.552), 'edge': np.float64(0.26), 'side': 'over'}}",over,30.8,0.58,bovada
Jordan Clarkson,pra,13.5,-160,15,14.7,13.0,7.95,46.7,53.3,↓,11.6,"{'weighted': {'projection': np.float64(17.0), 'confidence': np.float64(0.599), 'edge': np.float64(0.2556), 'side': 'over'}, 'ensemble': {'projection': np.float64(15.8), 'confidence': np.float64(0.552), 'edge': np.float64(0.1667), 'side': 'over'}}",over,21.12,0.58,bovada
