prop_id,player_name,prop_type,line,odds,pick,edge,confidence,projection,probability,injury_status,injury_source,trend,avg_5,avg_10,avg_15,streak,hit_rate_10,samples_10,hit_rate_15,samples_15
8a59c926ad0214ec:pra:31.5:under,Darius Garland,pra,31.5,-120,PASS,-0.2199,0.349,37.9,0.3255,,,UP,32.2,28.1,26.46153846153846,0,,0,,0
440168766d15343b:pra:27.5:over,Kon Knueppel,pra,27.5,-111,PASS,-0.0276,0.16,27.5,0.4985,,,UNKNOWN,,,,0,,0,,0
440168766d15343b:pra:27.5:under,Kon Knueppel,pra,27.5,-116,PASS,-0.0355,0.16,27.5,0.5015,,,UNKNOWN,,,,0,,0,,0
a7dee1eef19c56f4:pra:32.5:over,LaMelo Ball,pra,32.5,-108,PASS,-0.0229,0.11,32.5,0.4963,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
a7dee1eef19c56f4:pra:32.5:under,LaMelo Ball,pra,32.5,-120,PASS,-0.0418,0.11,32.5,0.5037,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
b08b695cba57a107:rebounds:6.5:over,Ryan Kalkbrenner,rebounds,6.5,-104,PASS,-0.0173,0.06,6.5,0.4925,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
b08b695cba57a107:rebounds:6.5:under,Ryan Kalkbrenner,rebounds,6.5,-129,PASS,-0.0558,0.06,6.5,0.5075,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
220e544c0e1716ed:rebounds:4.5:over,Donovan Mitchell,rebounds,4.5,113,PASS,-0.0811,0.1733,3.61,0.3884,PROBABLE,NBA Official Report,DOWN,2.6,3.8,4.533333333333333,0,,0,,0
220e544c0e1716ed:rebounds:4.5:under,Donovan Mitchell,rebounds,4.5,-152,PASS,0.0085,0.1733,3.61,0.6116,PROBABLE,NBA Official Report,DOWN,2.6,3.8,4.533333333333333,0,,0,,0
e300be223d9124fe:rebounds:2.5:over,Sion James,rebounds,2.5,-132,PASS,-0.0593,0.16,2.5,0.5097,,,UNKNOWN,,,,0,,0,,0
e300be223d9124fe:rebounds:2.5:under,Sion James,rebounds,2.5,100,PASS,-0.0097,0.16,2.5,0.4903,,,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:rebounds:5.5:over,Miles Bridges,rebounds,5.5,102,PASS,-0.0064,0.16,5.5,0.4886,,,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:rebounds:5.5:under,Miles Bridges,rebounds,5.5,-136,PASS,-0.0649,0.16,5.5,0.5114,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:rebounds:5.5:over,Jaylon Tyson,rebounds,5.5,-141,PASS,-0.06,0.16,5.55,0.525,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:rebounds:5.5:under,Jaylon Tyson,rebounds,5.5,106,PASS,-0.0105,0.16,5.55,0.475,,,UNKNOWN,,,,0,,0,,0
0aa082da5aeeb340:rebounds:7.5:over,Moussa Diabate,rebounds,7.5,-110,PASS,-0.0271,0.16,7.5,0.4967,,,UNKNOWN,,,,0,,0,,0
0aa082da5aeeb340:rebounds:7.5:under,Moussa Diabate,rebounds,7.5,-121,PASS,-0.0442,0.16,7.5,0.5033,,,UNKNOWN,,,,0,,0,,0
ada18546837dac41:rebounds:8.5:over,Jarrett Allen,rebounds,8.5,-146,PASS,-0.0656,0.16,8.59,0.5279,,,UNKNOWN,,,,0,,0,,0
ada18546837dac41:rebounds:8.5:under,Jarrett Allen,rebounds,8.5,111,PASS,-0.0018,0.16,8.59,0.4721,,,UNKNOWN,,,,0,,0,,0
facb6803046eab5c:rebounds:4.5:over,Brandon Miller,rebounds,4.5,-105,PASS,0.169,0.3624,6.93,0.6812,,,UP,7.0,5.0,4.166666666666667,0,,0,,0
facb6803046eab5c:rebounds:4.5:under,Brandon Miller,rebounds,4.5,-129,PASS,-0.2445,0.3624,6.93,0.3188,,,UP,7.0,5.0,4.166666666666667,0,,0,,0
440168766d15343b:rebounds:4.5:over,Kon Knueppel,rebounds,4.5,-152,PASS,-0.0841,0.16,4.5,0.519,,,UNKNOWN,,,,0,,0,,0
440168766d15343b:rebounds:4.5:under,Kon Knueppel,rebounds,4.5,114,PASS,0.0137,0.16,4.5,0.481,,,UNKNOWN,,,,0,,0,,0
8a59c926ad0214ec:rebounds:2.5:over,Darius Garland,rebounds,2.5,-182,OVER,0.1373,0.5653,4.11,0.7827,,,FLAT,3.4,3.0,3.0,-1,0.5,10,0.4615,13
8a59c926ad0214ec:rebounds:2.5:under,Darius Garland,rebounds,2.5,136,PASS,-0.2064,0.5653,4.11,0.2173,,,FLAT,3.4,3.0,3.0,0,,0,,0
a7dee1eef19c56f4:rebounds:4.5:over,LaMelo Ball,rebounds,4.5,-115,PASS,-0.0349,0.11,4.5,0.5,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
a7dee1eef19c56f4:rebounds:4.5:under,LaMelo Ball,rebounds,4.5,-115,PASS,-0.0349,0.11,4.5,0.5,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
d6fa084d1a037f96:rebounds:3.5:over,De'Andre Hunter,rebounds,3.5,-148,PASS,0.0409,0.2754,3.95,0.6377,,,FLAT,3.8,3.5,3.8666666666666667,0,,0,,0
d6fa084d1a037f96:rebounds:3.5:under,De'Andre Hunter,rebounds,3.5,111,PASS,-0.1116,0.2754,3.95,0.3623,,,FLAT,3.8,3.5,3.8666666666666667,0,,0,,0
335aba9590921564:rebounds:3.5:over,Lonzo Ball,rebounds,3.5,-164,PASS,-0.097,0.16,3.5,0.5242,,,UNKNOWN,,,,0,,0,,0
335aba9590921564:rebounds:3.5:under,Lonzo Ball,rebounds,3.5,123,PASS,0.0273,0.16,3.5,0.4758,,,UNKNOWN,,,,0,,0,,0
1632dad36b5e936c:rebounds:4.5:over,Dean Wade,rebounds,4.5,-130,PASS,-0.0752,0.2,4.34,0.49,,,FLAT,4.8,4.0,4.466666666666667,0,,0,,0
1632dad36b5e936c:rebounds:4.5:under,Dean Wade,rebounds,4.5,-103,PASS,0.0026,0.2,4.34,0.51,,,FLAT,4.8,4.0,4.466666666666667,0,,0,,0
a7dee1eef19c56f4:threes:2.5:over,LaMelo Ball,threes,2.5,-121,PASS,-0.0442,0.11,2.5,0.5033,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
a7dee1eef19c56f4:threes:2.5:under,LaMelo Ball,threes,2.5,-110,PASS,-0.0271,0.11,2.5,0.4967,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
facb6803046eab5c:threes:2.5:over,Brandon Miller,threes,2.5,-157,PASS,0.0497,0.3212,3.45,0.6606,,,UP,3.2,2.8,2.5,0,,0,,0
facb6803046eab5c:threes:2.5:under,Brandon Miller,threes,2.5,117,PASS,-0.1214,0.3212,3.45,0.3394,,,UP,3.2,2.8,2.5,0,,0,,0
9ea8ae204f976e4e:threes:1.5:over,Sam Merrill,threes,1.5,-173,PASS,-0.1061,0.11,1.5,0.5276,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
9ea8ae204f976e4e:threes:1.5:under,Sam Merrill,threes,1.5,129,PASS,0.0357,0.11,1.5,0.4724,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:threes:1.5:over,Miles Bridges,threes,1.5,-190,PASS,-0.1221,0.16,1.5,0.5331,,,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:threes:1.5:under,Miles Bridges,threes,1.5,139,PASS,0.0485,0.16,1.5,0.4669,,,UNKNOWN,,,,0,,0,,0
e300be223d9124fe:threes:1.5:over,Sion James,threes,1.5,155,PASS,0.0675,0.16,1.5,0.4597,,,UNKNOWN,,,,0,,0,,0
e300be223d9124fe:threes:1.5:under,Sion James,threes,1.5,-213,PASS,-0.1402,0.16,1.5,0.5403,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:threes:1.5:over,Jaylon Tyson,threes,1.5,-130,PASS,-0.0529,0.16,1.52,0.5123,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:threes:1.5:under,Jaylon Tyson,threes,1.5,-103,PASS,-0.0197,0.16,1.52,0.4877,,,UNKNOWN,,,,0,,0,,0
d6fa084d1a037f96:threes:1.5:over,De'Andre Hunter,threes,1.5,-182,PASS,-0.1262,0.2,1.45,0.5192,,,DOWN,1.2,1.3,1.8,0,,0,,0
d6fa084d1a037f96:threes:1.5:under,De'Andre Hunter,threes,1.5,136,PASS,0.057,0.2,1.45,0.4808,,,DOWN,1.2,1.3,1.8,0,,0,,0
440168766d15343b:threes:3.5:over,Kon Knueppel,threes,3.5,130,PASS,0.0373,0.16,3.5,0.4721,,,UNKNOWN,,,,0,,0,,0
440168766d15343b:threes:3.5:under,Kon Knueppel,threes,3.5,-173,PASS,-0.1058,0.16,3.5,0.5279,,,UNKNOWN,,,,0,,0,,0
8a59c926ad0214ec:threes:2.5:over,Darius Garland,threes,2.5,-124,PASS,0.0377,0.2,3.11,0.5912,,,FLAT,2.6,2.2,2.230769230769231,0,,0,,0
8a59c926ad0214ec:threes:2.5:under,Darius Garland,threes,2.5,-108,PASS,-0.1105,0.2,3.11,0.4088,,,FLAT,2.6,2.2,2.230769230769231,0,,0,,0
1632dad36b5e936c:threes:1.5:over,Dean Wade,threes,1.5,140,PASS,-0.1184,0.4035,0.85,0.2982,,,FLAT,0.8,0.9,0.8,0,,0,,0
1632dad36b5e936c:threes:1.5:under,Dean Wade,threes,1.5,-190,UNDER,0.0466,0.4035,0.85,0.7018,,,FLAT,0.8,0.9,0.8,2,0.8,10,0.8667,15
335aba9590921564:threes:1.5:over,Lonzo Ball,threes,1.5,160,PASS,0.0732,0.16,1.5,0.4578,,,UNKNOWN,,,,0,,0,,0
335aba9590921564:threes:1.5:under,Lonzo Ball,threes,1.5,-218,PASS,-0.1434,0.16,1.5,0.5422,,,UNKNOWN,,,,0,,0,,0
220e544c0e1716ed:threes:3.5:over,Donovan Mitchell,threes,3.5,-137,PASS,0.0366,0.1793,4.43,0.6146,PROBABLE,NBA Official Report,FLAT,4.2,4.1,4.066666666666666,0,,0,,0
220e544c0e1716ed:threes:3.5:under,Donovan Mitchell,threes,3.5,104,PASS,-0.1048,0.1793,4.43,0.3854,PROBABLE,NBA Official Report,FLAT,4.2,4.1,4.066666666666666,0,,0,,0
2a4f649870db0148:assists:2.5:over,Miles Bridges,assists,2.5,-170,PASS,-0.1038,0.16,2.5,0.5259,,,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:assists:2.5:under,Miles Bridges,assists,2.5,125,PASS,0.0297,0.16,2.5,0.4741,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:assists:2.5:over,Jaylon Tyson,assists,2.5,127,PASS,0.0399,0.16,2.52,0.4805,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:assists:2.5:under,Jaylon Tyson,assists,2.5,-170,PASS,-0.1101,0.16,2.52,0.5195,,,UNKNOWN,,,,0,,0,,0
220e544c0e1716ed:points:29.5:over,Donovan Mitchell,points,29.5,-127,PASS,0.031,0.15,32.93,0.5905,PROBABLE,NBA Official Report,FLAT,30.8,30.7,30.933333333333334,0,,0,,0
220e544c0e1716ed:points:29.5:under,Donovan Mitchell,points,29.5,-106,PASS,-0.105,0.15,32.93,0.4095,PROBABLE,NBA Official Report,FLAT,30.8,30.7,30.933333333333334,0,,0,,0
a7dee1eef19c56f4:pra:31.5:over,LaMelo Ball,pra,31.5,-116,PASS,-0.0364,0.11,31.5,0.5006,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
a7dee1eef19c56f4:pra:31.5:under,LaMelo Ball,pra,31.5,-114,PASS,-0.0333,0.11,31.5,0.4994,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:pra:27.5:over,Miles Bridges,pra,27.5,-112,PASS,-0.0292,0.16,27.5,0.4991,,,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:pra:27.5:under,Miles Bridges,pra,27.5,-115,PASS,-0.034,0.16,27.5,0.5009,,,UNKNOWN,,,,0,,0,,0
8a59c926ad0214ec:rebounds:3.5:over,Darius Garland,rebounds,3.5,133,PASS,0.1516,0.2,4.11,0.5808,,,FLAT,3.4,3.0,3.0,0,,0,,0
8a59c926ad0214ec:rebounds:3.5:under,Darius Garland,rebounds,3.5,-179,PASS,-0.2223,0.2,4.11,0.4192,,,FLAT,3.4,3.0,3.0,0,,0,,0
335aba9590921564:assists:4.5:over,Lonzo Ball,assists,4.5,130,PASS,0.0379,0.16,4.5,0.4727,,,UNKNOWN,,,,0,,0,,0
335aba9590921564:assists:4.5:under,Lonzo Ball,assists,4.5,-169,PASS,-0.101,0.16,4.5,0.5273,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:points:14.5:over,Jaylon Tyson,points,14.5,103,PASS,0.0074,0.16,14.64,0.5,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:points:14.5:under,Jaylon Tyson,points,14.5,-133,PASS,-0.0708,0.16,14.64,0.5,,,UNKNOWN,,,,0,,0,,0
ada18546837dac41:pra:26.5:over,Jarrett Allen,pra,26.5,-123,PASS,-0.035,0.16,26.77,0.5166,,,UNKNOWN,,,,0,,0,,0
ada18546837dac41:pra:26.5:under,Jarrett Allen,pra,26.5,-105,PASS,-0.0288,0.16,26.77,0.4834,,,UNKNOWN,,,,0,,0,,0
335aba9590921564:rebounds:4.5:over,Lonzo Ball,rebounds,4.5,122,PASS,0.0265,0.16,4.5,0.477,,,UNKNOWN,,,,0,,0,,0
335aba9590921564:rebounds:4.5:under,Lonzo Ball,rebounds,4.5,-159,PASS,-0.0909,0.16,4.5,0.523,,,UNKNOWN,,,,0,,0,,0
ada18546837dac41:rebounds:9.5:over,Jarrett Allen,rebounds,9.5,102,PASS,0.0046,0.16,9.6,0.4997,,,UNKNOWN,,,,0,,0,,0
ada18546837dac41:rebounds:9.5:under,Jarrett Allen,rebounds,9.5,-136,PASS,-0.076,0.16,9.6,0.5003,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:rebounds:6.5:over,Jaylon Tyson,rebounds,6.5,120,PASS,0.0347,0.16,6.57,0.4892,,,UNKNOWN,,,,0,,0,,0
0fcc97fb82556cb2:rebounds:6.5:under,Jaylon Tyson,rebounds,6.5,-156,PASS,-0.0986,0.16,6.57,0.5108,,,UNKNOWN,,,,0,,0,,0
d6fa084d1a037f96:rebounds:4.5:over,De'Andre Hunter,rebounds,4.5,130,PASS,-0.1093,0.349,3.95,0.3255,,,FLAT,3.8,3.5,3.8666666666666667,0,,0,,0
d6fa084d1a037f96:rebounds:4.5:under,De'Andre Hunter,rebounds,4.5,-169,PASS,0.0462,0.349,3.95,0.6745,,,FLAT,3.8,3.5,3.8666666666666667,0,,0,,0
9ea8ae204f976e4e:threes:2.5:over,Sam Merrill,threes,2.5,158,PASS,0.0718,0.11,2.5,0.4594,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
9ea8ae204f976e4e:threes:2.5:under,Sam Merrill,threes,2.5,-208,PASS,-0.1347,0.11,2.5,0.5406,PROBABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:threes:2.5:over,Miles Bridges,threes,2.5,152,PASS,0.0651,0.16,2.5,0.4619,,,UNKNOWN,,,,0,,0,,0
2a4f649870db0148:threes:2.5:under,Miles Bridges,threes,2.5,-200,PASS,-0.1286,0.16,2.5,0.5381,,,UNKNOWN,,,,0,,0,,0
54ada52701661023:assists:6.5:over,Andrew Nembhard,assists,6.5,104,PASS,0.0704,0.2,7.1,0.5606,,,UP,6.8,6.4,6.266666666666667,0,,0,,0
54ada52701661023:assists:6.5:under,Andrew Nembhard,assists,6.5,-137,PASS,-0.1387,0.2,7.1,0.4394,,,UP,6.8,6.4,6.266666666666667,0,,0,,0
0149249a4eb6cf3f:assists:3.5:over,Pascal Siakam,assists,3.5,115,PASS,0.0155,0.16,3.5,0.4806,,,UNKNOWN,,,,0,,0,,0
0149249a4eb6cf3f:assists:3.5:under,Pascal Siakam,assists,3.5,-152,PASS,-0.0838,0.16,3.5,0.5194,,,UNKNOWN,,,,0,,0,,0
195708c325c4c735:assists:5.5:over,Jaylen Brown,assists,5.5,-103,PASS,0.0059,0.06,5.61,0.5133,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
195708c325c4c735:assists:5.5:under,Jaylen Brown,assists,5.5,-130,PASS,-0.0785,0.06,5.61,0.4867,QUESTIONABLE,NBA Official Report,UNKNOWN,,,,0,,0,,0
8266cd61c58c9517:assists:5.5:over,Payton Pritchard,assists,5.5,-120,PASS,-0.0217,0.16,5.61,0.5237,,,UNKNOWN,,,,0,,0,,0
8266cd61c58c9517:assists:5.5:under,Payton Pritchard,assists,5.5,-112,PASS,-0.052,0.16,5.61,0.4763,,,UNKNOWN,,,,0,,0,,0
