prop_id,player_id,player_name,prop_type,side,line,projection,probability,edge,confidence,pick,odds,injury_status,injury_source,injury_detail
a7dee1eef19c56f4:assists:7.5:over,a7dee1eef19c56f4,LaMelo Ball,assists,over,7.5,7.5,0.5,-0.0327,0.15,PASS,-114,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:assists:7.5:under,a7dee1eef19c56f4,LaMelo Ball,assists,under,7.5,7.5,0.5,-0.0392,0.15,PASS,-117,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
b08b695cba57a107:points:7.5:over,b08b695cba57a107,Ryan Kalkbrenner,points,over,7.5,7.5,0.5,-0.0146,0.1,PASS,-106,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
b08b695cba57a107:points:7.5:under,b08b695cba57a107,Ryan Kalkbrenner,points,under,7.5,7.5,0.5,-0.0556,0.1,PASS,-125,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
220e544c0e1716ed:points:30.5:over,220e544c0e1716ed,Donovan Mitchell,points,over,30.5,30.77,0.5141,0.0092,0.15,PASS,-102,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:points:30.5:under,220e544c0e1716ed,Donovan Mitchell,points,under,30.5,30.77,0.4859,-0.0736,0.15,PASS,-127,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
1632dad36b5e936c:points:6.5:over,1632dad36b5e936c,Dean Wade,points,over,6.5,4.86,0.0892,-0.45,0.8216,PASS,-117,,,
1632dad36b5e936c:points:6.5:under,1632dad36b5e936c,Dean Wade,points,under,6.5,4.86,0.9108,0.3781,0.8216,UNDER,-114,,,
e300be223d9124fe:points:5.5:over,e300be223d9124fe,Sion James,points,over,5.5,5.5,0.5,-0.0098,0.2,PASS,-104,,,
e300be223d9124fe:points:5.5:under,e300be223d9124fe,Sion James,points,under,5.5,5.5,0.5,-0.0633,0.2,PASS,-129,,,
facb6803046eab5c:points:19.5:over,facb6803046eab5c,Brandon Miller,points,over,19.5,19.13,0.4694,-0.0633,0.2,PASS,-114,,,
facb6803046eab5c:points:19.5:under,facb6803046eab5c,Brandon Miller,points,under,19.5,19.13,0.5306,-0.0086,0.2,PASS,-117,,,
0fcc97fb82556cb2:points:13.5:over,0fcc97fb82556cb2,Jaylon Tyson,points,over,13.5,13.5,0.5,-0.0536,0.2,PASS,-124,,,
0fcc97fb82556cb2:points:13.5:under,0fcc97fb82556cb2,Jaylon Tyson,points,under,13.5,13.5,0.5,-0.0192,0.2,PASS,-108,,,
9ea8ae204f976e4e:points:7.5:over,9ea8ae204f976e4e,Sam Merrill,points,over,7.5,7.5,0.5,-0.0192,0.15,PASS,-108,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
9ea8ae204f976e4e:points:7.5:under,9ea8ae204f976e4e,Sam Merrill,points,under,7.5,7.5,0.5,-0.0536,0.15,PASS,-124,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
440168766d15343b:points:18.5:over,440168766d15343b,Kon Knueppel,points,over,18.5,18.5,0.5,-0.0455,0.2,PASS,-120,,,
440168766d15343b:points:18.5:under,440168766d15343b,Kon Knueppel,points,under,18.5,18.5,0.5,-0.0283,0.2,PASS,-112,,,
2a4f649870db0148:points:18.5:over,2a4f649870db0148,Miles Bridges,points,over,18.5,18.5,0.5,-0.0327,0.2,PASS,-114,,,
2a4f649870db0148:points:18.5:under,2a4f649870db0148,Miles Bridges,points,under,18.5,18.5,0.5,-0.0392,0.2,PASS,-117,,,
0aa082da5aeeb340:points:6.5:over,0aa082da5aeeb340,Moussa Diabate,points,over,6.5,6.5,0.5,-0.0726,0.2,PASS,-134,,,
0aa082da5aeeb340:points:6.5:under,0aa082da5aeeb340,Moussa Diabate,points,under,6.5,6.5,0.5,0.0,0.2,PASS,100,,,
ada18546837dac41:points:15.5:over,ada18546837dac41,Jarrett Allen,points,over,15.5,15.5,0.5,-0.0192,0.2,PASS,-108,,,
ada18546837dac41:points:15.5:under,ada18546837dac41,Jarrett Allen,points,under,15.5,15.5,0.5,-0.0495,0.2,PASS,-122,,,
d6fa084d1a037f96:points:13.5:over,d6fa084d1a037f96,De'Andre Hunter,points,over,13.5,11.79,0.2812,-0.2262,0.4377,PASS,-103,,,
d6fa084d1a037f96:points:13.5:under,d6fa084d1a037f96,De'Andre Hunter,points,under,13.5,11.79,0.7188,0.1536,0.4377,UNDER,-130,,,
335aba9590921564:points:6.5:over,335aba9590921564,Lonzo Ball,points,over,6.5,6.5,0.5,-0.0261,0.2,PASS,-111,,,
335aba9590921564:points:6.5:under,335aba9590921564,Lonzo Ball,points,under,6.5,6.5,0.5,-0.0475,0.2,PASS,-121,,,
8a59c926ad0214ec:points:20.5:over,8a59c926ad0214ec,Darius Garland,points,over,20.5,20.09,0.4674,-0.0862,0.2,PASS,-124,,,
8a59c926ad0214ec:points:20.5:under,8a59c926ad0214ec,Darius Garland,points,under,20.5,20.09,0.5326,0.0134,0.2,PASS,-108,,,
a7dee1eef19c56f4:points:19.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,19.5,19.5,0.5,-0.0455,0.15,PASS,-120,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:points:19.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,19.5,19.5,0.5,-0.0283,0.15,PASS,-112,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
facb6803046eab5c:pra:27.5:over,facb6803046eab5c,Brandon Miller,pra,over,27.5,29.19,0.5917,0.0484,0.2,PASS,-119,,,
facb6803046eab5c:pra:27.5:under,facb6803046eab5c,Brandon Miller,pra,under,27.5,29.19,0.4083,-0.1133,0.2,PASS,-109,,,
0fcc97fb82556cb2:pra:22.5:over,0fcc97fb82556cb2,Jaylon Tyson,pra,over,22.5,22.5,0.5,-0.0192,0.2,PASS,-108,,,
0fcc97fb82556cb2:pra:22.5:under,0fcc97fb82556cb2,Jaylon Tyson,pra,under,22.5,22.5,0.5,-0.0455,0.2,PASS,-120,,,
220e544c0e1716ed:pra:40.5:over,220e544c0e1716ed,Donovan Mitchell,pra,over,40.5,39.57,0.4626,-0.0612,0.15,PASS,-110,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:pra:40.5:under,220e544c0e1716ed,Donovan Mitchell,pra,under,40.5,39.57,0.5374,-0.0039,0.15,PASS,-118,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
2a4f649870db0148:pra:26.5:over,2a4f649870db0148,Miles Bridges,pra,over,26.5,26.5,0.5,-0.0495,0.2,PASS,-122,,,
2a4f649870db0148:pra:26.5:under,2a4f649870db0148,Miles Bridges,pra,under,26.5,26.5,0.5,-0.0192,0.2,PASS,-108,,,
e300be223d9124fe:pra:9.5:over,e300be223d9124fe,Sion James,pra,over,9.5,9.5,0.5,-0.069,0.2,PASS,-132,,,
e300be223d9124fe:pra:9.5:under,e300be223d9124fe,Sion James,pra,under,9.5,9.5,0.5,0.005,0.2,PASS,102,,,
ada18546837dac41:pra:27.5:over,ada18546837dac41,Jarrett Allen,pra,over,27.5,27.5,0.5,-0.0146,0.2,PASS,-106,,,
ada18546837dac41:pra:27.5:under,ada18546837dac41,Jarrett Allen,pra,under,27.5,27.5,0.5,-0.0556,0.2,PASS,-125,,,
d6fa084d1a037f96:pra:18.5:over,d6fa084d1a037f96,De'Andre Hunter,pra,over,18.5,17.25,0.3858,-0.1597,0.2285,PASS,-120,,,
d6fa084d1a037f96:pra:18.5:under,d6fa084d1a037f96,De'Andre Hunter,pra,under,18.5,17.25,0.6142,0.095,0.2285,PASS,-108,,,
335aba9590921564:pra:14.5:over,335aba9590921564,Lonzo Ball,pra,over,14.5,14.5,0.5,-0.0495,0.2,PASS,-122,,,
335aba9590921564:pra:14.5:under,335aba9590921564,Lonzo Ball,pra,under,14.5,14.5,0.5,-0.0146,0.2,PASS,-106,,,
8a59c926ad0214ec:pra:31.5:over,8a59c926ad0214ec,Darius Garland,pra,over,31.5,29.9,0.4155,-0.1037,0.2,PASS,-108,,,
8a59c926ad0214ec:pra:31.5:under,8a59c926ad0214ec,Darius Garland,pra,under,31.5,29.9,0.5845,0.039,0.2,PASS,-120,,,
440168766d15343b:pra:27.5:over,440168766d15343b,Kon Knueppel,pra,over,27.5,27.5,0.5,-0.0261,0.2,PASS,-111,,,
440168766d15343b:pra:27.5:under,440168766d15343b,Kon Knueppel,pra,under,27.5,27.5,0.5,-0.037,0.2,PASS,-116,,,
a7dee1eef19c56f4:pra:32.5:over,a7dee1eef19c56f4,LaMelo Ball,pra,over,32.5,32.5,0.5,-0.0192,0.15,PASS,-108,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:pra:32.5:under,a7dee1eef19c56f4,LaMelo Ball,pra,under,32.5,32.5,0.5,-0.0455,0.15,PASS,-120,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
b08b695cba57a107:rebounds:6.5:over,b08b695cba57a107,Ryan Kalkbrenner,rebounds,over,6.5,6.5,0.5,-0.0098,0.1,PASS,-104,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
b08b695cba57a107:rebounds:6.5:under,b08b695cba57a107,Ryan Kalkbrenner,rebounds,under,6.5,6.5,0.5,-0.0633,0.1,PASS,-129,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
220e544c0e1716ed:rebounds:4.5:over,220e544c0e1716ed,Donovan Mitchell,rebounds,over,4.5,3.38,0.1304,-0.3391,0.6892,PASS,113,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:rebounds:4.5:under,220e544c0e1716ed,Donovan Mitchell,rebounds,under,4.5,3.38,0.8696,0.2664,0.6892,UNDER,-152,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
e300be223d9124fe:rebounds:2.5:over,e300be223d9124fe,Sion James,rebounds,over,2.5,2.5,0.5,-0.069,0.2,PASS,-132,,,
e300be223d9124fe:rebounds:2.5:under,e300be223d9124fe,Sion James,rebounds,under,2.5,2.5,0.5,0.0,0.2,PASS,100,,,
2a4f649870db0148:rebounds:5.5:over,2a4f649870db0148,Miles Bridges,rebounds,over,5.5,5.5,0.5,0.005,0.2,PASS,102,,,
2a4f649870db0148:rebounds:5.5:under,2a4f649870db0148,Miles Bridges,rebounds,under,5.5,5.5,0.5,-0.0763,0.2,PASS,-136,,,
0fcc97fb82556cb2:rebounds:5.5:over,0fcc97fb82556cb2,Jaylon Tyson,rebounds,over,5.5,5.5,0.5,-0.0851,0.2,PASS,-141,,,
0fcc97fb82556cb2:rebounds:5.5:under,0fcc97fb82556cb2,Jaylon Tyson,rebounds,under,5.5,5.5,0.5,0.0146,0.2,PASS,106,,,
0aa082da5aeeb340:rebounds:7.5:over,0aa082da5aeeb340,Moussa Diabate,rebounds,over,7.5,7.5,0.5,-0.0238,0.2,PASS,-110,,,
0aa082da5aeeb340:rebounds:7.5:under,0aa082da5aeeb340,Moussa Diabate,rebounds,under,7.5,7.5,0.5,-0.0475,0.2,PASS,-121,,,
ada18546837dac41:rebounds:8.5:over,ada18546837dac41,Jarrett Allen,rebounds,over,8.5,8.5,0.5,-0.0935,0.2,PASS,-146,,,
ada18546837dac41:rebounds:8.5:under,ada18546837dac41,Jarrett Allen,rebounds,under,8.5,8.5,0.5,0.0261,0.2,PASS,111,,,
facb6803046eab5c:rebounds:4.5:over,facb6803046eab5c,Brandon Miller,rebounds,over,4.5,5.87,0.8243,0.3121,0.6486,OVER,-105,,,
facb6803046eab5c:rebounds:4.5:under,facb6803046eab5c,Brandon Miller,rebounds,under,4.5,5.87,0.1757,-0.3876,0.6486,PASS,-129,,,
440168766d15343b:rebounds:4.5:over,440168766d15343b,Kon Knueppel,rebounds,over,4.5,4.5,0.5,-0.1032,0.2,PASS,-152,,,
440168766d15343b:rebounds:4.5:under,440168766d15343b,Kon Knueppel,rebounds,under,4.5,4.5,0.5,0.0327,0.2,PASS,114,,,
8a59c926ad0214ec:rebounds:2.5:over,8a59c926ad0214ec,Darius Garland,rebounds,over,2.5,3.24,0.7704,0.125,0.5407,OVER,-182,,,
8a59c926ad0214ec:rebounds:2.5:under,8a59c926ad0214ec,Darius Garland,rebounds,under,2.5,3.24,0.2296,-0.1941,0.5407,PASS,136,,,
a7dee1eef19c56f4:rebounds:4.5:over,a7dee1eef19c56f4,LaMelo Ball,rebounds,over,4.5,4.5,0.5,-0.0349,0.15,PASS,-115,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:rebounds:4.5:under,a7dee1eef19c56f4,LaMelo Ball,rebounds,under,4.5,4.5,0.5,-0.0349,0.15,PASS,-115,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
d6fa084d1a037f96:rebounds:3.5:over,d6fa084d1a037f96,De'Andre Hunter,rebounds,over,3.5,3.99,0.6886,0.0919,0.3773,PASS,-148,,,
d6fa084d1a037f96:rebounds:3.5:under,d6fa084d1a037f96,De'Andre Hunter,rebounds,under,3.5,3.99,0.3114,-0.1626,0.3773,PASS,111,,,
335aba9590921564:rebounds:3.5:over,335aba9590921564,Lonzo Ball,rebounds,over,3.5,3.5,0.5,-0.1212,0.2,PASS,-164,,,
335aba9590921564:rebounds:3.5:under,335aba9590921564,Lonzo Ball,rebounds,under,3.5,3.5,0.5,0.0516,0.2,PASS,123,,,
1632dad36b5e936c:rebounds:4.5:over,1632dad36b5e936c,Dean Wade,rebounds,over,4.5,4.47,0.4876,-0.0777,0.2,PASS,-130,,,
1632dad36b5e936c:rebounds:4.5:under,1632dad36b5e936c,Dean Wade,rebounds,under,4.5,4.47,0.5124,0.0051,0.2,PASS,-103,,,
a7dee1eef19c56f4:threes:2.5:over,a7dee1eef19c56f4,LaMelo Ball,threes,over,2.5,2.5,0.5,-0.0475,0.15,PASS,-121,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:threes:2.5:under,a7dee1eef19c56f4,LaMelo Ball,threes,under,2.5,2.5,0.5,-0.0238,0.15,PASS,-110,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
facb6803046eab5c:threes:2.5:over,facb6803046eab5c,Brandon Miller,threes,over,2.5,2.92,0.6628,0.0519,0.3255,PASS,-157,,,
facb6803046eab5c:threes:2.5:under,facb6803046eab5c,Brandon Miller,threes,under,2.5,2.92,0.3372,-0.1236,0.3255,PASS,117,,,
9ea8ae204f976e4e:threes:1.5:over,9ea8ae204f976e4e,Sam Merrill,threes,over,1.5,1.5,0.5,-0.1337,0.15,PASS,-173,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
9ea8ae204f976e4e:threes:1.5:under,9ea8ae204f976e4e,Sam Merrill,threes,under,1.5,1.5,0.5,0.0633,0.15,PASS,129,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
2a4f649870db0148:threes:1.5:over,2a4f649870db0148,Miles Bridges,threes,over,1.5,1.5,0.5,-0.1552,0.2,PASS,-190,,,
2a4f649870db0148:threes:1.5:under,2a4f649870db0148,Miles Bridges,threes,under,1.5,1.5,0.5,0.0816,0.2,PASS,139,,,
e300be223d9124fe:threes:1.5:over,e300be223d9124fe,Sion James,threes,over,1.5,1.5,0.5,0.1078,0.2,PASS,155,,,
e300be223d9124fe:threes:1.5:under,e300be223d9124fe,Sion James,threes,under,1.5,1.5,0.5,-0.1805,0.2,PASS,-213,,,
0fcc97fb82556cb2:threes:1.5:over,0fcc97fb82556cb2,Jaylon Tyson,threes,over,1.5,1.5,0.5,-0.0652,0.2,PASS,-130,,,
0fcc97fb82556cb2:threes:1.5:under,0fcc97fb82556cb2,Jaylon Tyson,threes,under,1.5,1.5,0.5,-0.0074,0.2,PASS,-103,,,
d6fa084d1a037f96:threes:1.5:over,d6fa084d1a037f96,De'Andre Hunter,threes,over,1.5,1.47,0.4888,-0.1566,0.2,PASS,-182,,,
d6fa084d1a037f96:threes:1.5:under,d6fa084d1a037f96,De'Andre Hunter,threes,under,1.5,1.47,0.5112,0.0874,0.2,PASS,136,,,
440168766d15343b:threes:3.5:over,440168766d15343b,Kon Knueppel,threes,over,3.5,3.5,0.5,0.0652,0.2,PASS,130,,,
440168766d15343b:threes:3.5:under,440168766d15343b,Kon Knueppel,threes,under,3.5,3.5,0.5,-0.1337,0.2,PASS,-173,,,
8a59c926ad0214ec:threes:2.5:over,8a59c926ad0214ec,Darius Garland,threes,over,2.5,2.45,0.481,-0.0726,0.2,PASS,-124,,,
8a59c926ad0214ec:threes:2.5:under,8a59c926ad0214ec,Darius Garland,threes,under,2.5,2.45,0.519,-0.0002,0.2,PASS,-108,,,
1632dad36b5e936c:threes:1.5:over,1632dad36b5e936c,Dean Wade,threes,over,1.5,0.88,0.2676,-0.149,0.4647,PASS,140,,,
1632dad36b5e936c:threes:1.5:under,1632dad36b5e936c,Dean Wade,threes,under,1.5,0.88,0.7324,0.0772,0.4647,UNDER,-190,,,
335aba9590921564:threes:1.5:over,335aba9590921564,Lonzo Ball,threes,over,1.5,1.5,0.5,0.1154,0.2,PASS,160,,,
335aba9590921564:threes:1.5:under,335aba9590921564,Lonzo Ball,threes,under,1.5,1.5,0.5,-0.1855,0.2,PASS,-218,,,
220e544c0e1716ed:threes:3.5:over,220e544c0e1716ed,Donovan Mitchell,threes,over,3.5,4.14,0.7306,0.1525,0.4112,OVER,-137,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:threes:3.5:under,220e544c0e1716ed,Donovan Mitchell,threes,under,3.5,4.14,0.2694,-0.2208,0.4112,PASS,104,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
2a4f649870db0148:assists:2.5:over,2a4f649870db0148,Miles Bridges,assists,over,2.5,2.5,0.5,-0.1337,0.2,PASS,-173,,,
2a4f649870db0148:assists:2.5:under,2a4f649870db0148,Miles Bridges,assists,under,2.5,2.5,0.5,0.0633,0.2,PASS,129,,,
0fcc97fb82556cb2:assists:2.5:over,0fcc97fb82556cb2,Jaylon Tyson,assists,over,2.5,2.5,0.5,0.0595,0.2,PASS,127,,,
0fcc97fb82556cb2:assists:2.5:under,0fcc97fb82556cb2,Jaylon Tyson,assists,under,2.5,2.5,0.5,-0.1296,0.2,PASS,-170,,,
a7dee1eef19c56f4:pra:31.5:over,a7dee1eef19c56f4,LaMelo Ball,pra,over,31.5,31.5,0.5,-0.037,0.15,PASS,-116,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:pra:31.5:under,a7dee1eef19c56f4,LaMelo Ball,pra,under,31.5,31.5,0.5,-0.0327,0.15,PASS,-114,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
2a4f649870db0148:pra:27.5:over,2a4f649870db0148,Miles Bridges,pra,over,27.5,27.5,0.5,-0.0283,0.2,PASS,-112,,,
2a4f649870db0148:pra:27.5:under,2a4f649870db0148,Miles Bridges,pra,under,27.5,27.5,0.5,-0.0349,0.2,PASS,-115,,,
8a59c926ad0214ec:rebounds:3.5:over,8a59c926ad0214ec,Darius Garland,rebounds,over,3.5,3.24,0.3974,-0.0318,0.2051,PASS,133,,,
8a59c926ad0214ec:rebounds:3.5:under,8a59c926ad0214ec,Darius Garland,rebounds,under,3.5,3.24,0.6026,-0.039,0.2051,PASS,-179,,,
335aba9590921564:assists:4.5:over,335aba9590921564,Lonzo Ball,assists,over,4.5,4.5,0.5,0.0652,0.2,PASS,130,,,
335aba9590921564:assists:4.5:under,335aba9590921564,Lonzo Ball,assists,under,4.5,4.5,0.5,-0.1283,0.2,PASS,-169,,,
0fcc97fb82556cb2:points:14.5:over,0fcc97fb82556cb2,Jaylon Tyson,points,over,14.5,14.5,0.5,0.0074,0.2,PASS,103,,,
0fcc97fb82556cb2:points:14.5:under,0fcc97fb82556cb2,Jaylon Tyson,points,under,14.5,14.5,0.5,-0.0708,0.2,PASS,-133,,,
ada18546837dac41:pra:26.5:over,ada18546837dac41,Jarrett Allen,pra,over,26.5,26.5,0.5,-0.0516,0.2,PASS,-123,,,
ada18546837dac41:pra:26.5:under,ada18546837dac41,Jarrett Allen,pra,under,26.5,26.5,0.5,-0.0122,0.2,PASS,-105,,,
335aba9590921564:rebounds:4.5:over,335aba9590921564,Lonzo Ball,rebounds,over,4.5,4.5,0.5,0.0495,0.2,PASS,122,,,
335aba9590921564:rebounds:4.5:under,335aba9590921564,Lonzo Ball,rebounds,under,4.5,4.5,0.5,-0.1139,0.2,PASS,-159,,,
ada18546837dac41:rebounds:9.5:over,ada18546837dac41,Jarrett Allen,rebounds,over,9.5,9.5,0.5,0.005,0.2,PASS,102,,,
ada18546837dac41:rebounds:9.5:under,ada18546837dac41,Jarrett Allen,rebounds,under,9.5,9.5,0.5,-0.0763,0.2,PASS,-136,,,
0fcc97fb82556cb2:rebounds:6.5:over,0fcc97fb82556cb2,Jaylon Tyson,rebounds,over,6.5,6.5,0.5,0.0455,0.2,PASS,120,,,
0fcc97fb82556cb2:rebounds:6.5:under,0fcc97fb82556cb2,Jaylon Tyson,rebounds,under,6.5,6.5,0.5,-0.1094,0.2,PASS,-156,,,
d6fa084d1a037f96:rebounds:4.5:over,d6fa084d1a037f96,De'Andre Hunter,rebounds,over,4.5,3.99,0.3057,-0.1291,0.3885,PASS,130,,,
d6fa084d1a037f96:rebounds:4.5:under,d6fa084d1a037f96,De'Andre Hunter,rebounds,under,4.5,3.99,0.6943,0.066,0.3885,PASS,-169,,,
9ea8ae204f976e4e:threes:2.5:over,9ea8ae204f976e4e,Sam Merrill,threes,over,2.5,2.5,0.5,0.1124,0.15,PASS,158,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
9ea8ae204f976e4e:threes:2.5:under,9ea8ae204f976e4e,Sam Merrill,threes,under,2.5,2.5,0.5,-0.1753,0.15,PASS,-208,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
2a4f649870db0148:threes:2.5:over,2a4f649870db0148,Miles Bridges,threes,over,2.5,2.5,0.5,0.1032,0.2,PASS,152,,,
2a4f649870db0148:threes:2.5:under,2a4f649870db0148,Miles Bridges,threes,under,2.5,2.5,0.5,-0.1667,0.2,PASS,-200,,,
220e544c0e1716ed:points:29.5:over,220e544c0e1716ed,Donovan Mitchell,points,over,29.5,30.77,0.5657,0.0062,0.15,PASS,-127,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:points:29.5:under,220e544c0e1716ed,Donovan Mitchell,points,under,29.5,30.77,0.4343,-0.0802,0.15,PASS,-106,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
54ada52701661023:assists:6.5:over,54ada52701661023,Andrew Nembhard,assists,over,6.5,6.64,0.5336,0.0434,0.2,PASS,104,,,
54ada52701661023:assists:6.5:under,54ada52701661023,Andrew Nembhard,assists,under,6.5,6.64,0.4664,-0.1117,0.2,PASS,-137,,,
0149249a4eb6cf3f:assists:3.5:over,0149249a4eb6cf3f,Pascal Siakam,assists,over,3.5,3.5,0.5,0.0349,0.2,PASS,115,,,
0149249a4eb6cf3f:assists:3.5:under,0149249a4eb6cf3f,Pascal Siakam,assists,under,3.5,3.5,0.5,-0.1032,0.2,PASS,-152,,,
195708c325c4c735:assists:5.5:over,195708c325c4c735,Jaylen Brown,assists,over,5.5,5.5,0.5,-0.0074,0.1,PASS,-103,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:assists:5.5:under,195708c325c4c735,Jaylen Brown,assists,under,5.5,5.5,0.5,-0.0652,0.1,PASS,-130,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
8266cd61c58c9517:assists:5.5:over,8266cd61c58c9517,Payton Pritchard,assists,over,5.5,5.5,0.5,-0.0455,0.2,PASS,-120,,,
8266cd61c58c9517:assists:5.5:under,8266cd61c58c9517,Payton Pritchard,assists,under,5.5,5.5,0.5,-0.0283,0.2,PASS,-112,,,
56366070652c315d:assists:5.5:over,56366070652c315d,Derrick White,assists,over,5.5,4.7,0.2477,-0.2195,0.5045,PASS,114,,,
56366070652c315d:assists:5.5:under,56366070652c315d,Derrick White,assists,under,5.5,4.7,0.7523,0.1491,0.5045,UNDER,-152,,,
d37bbae8653cdb2b:assists:4.5:over,d37bbae8653cdb2b,T.J. McConnell,assists,over,4.5,4.5,0.5,-0.0495,0.1,PASS,-122,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
d37bbae8653cdb2b:assists:4.5:under,d37bbae8653cdb2b,T.J. McConnell,assists,under,4.5,4.5,0.5,-0.0215,0.1,PASS,-109,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
c29cbd55ca2a2752:points:10.5:over,c29cbd55ca2a2752,Neemias Queta,points,over,10.5,10.5,0.5,-0.0652,0.2,PASS,-130,,,
c29cbd55ca2a2752:points:10.5:under,c29cbd55ca2a2752,Neemias Queta,points,under,10.5,10.5,0.5,-0.0098,0.2,PASS,-104,,,
54ada52701661023:points:15.5:over,54ada52701661023,Andrew Nembhard,points,over,15.5,17.9,0.7041,0.1587,0.4083,OVER,-120,,,
54ada52701661023:points:15.5:under,54ada52701661023,Andrew Nembhard,points,under,15.5,17.9,0.2959,-0.2324,0.4083,PASS,-112,,,
2c32eb67b1d23b03:points:6.5:over,2c32eb67b1d23b03,Jordan Walsh,points,over,6.5,6.5,0.5,-0.0556,0.1,PASS,-125,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
