prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,pick,odds,injury_status,injury_source,injury_detail
8a59c926ad0214ec:points:20.5:over,8a59c926ad0214ec,Darius Garland,points,over,20.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,4,False,25.21,0.6542,0.7134,0.516,0.1006,0.3083,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-124,,,
8a59c926ad0214ec:points:20.5:under,8a59c926ad0214ec,Darius Garland,points,under,20.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,4,False,25.21,0.3458,0.2866,0.484,-0.1734,0.3083,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-108,,,
a7dee1eef19c56f4:points:19.5:over,a7dee1eef19c56f4,LaMelo Ball,points,over,19.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,,,19.5,0.5024,0.5,0.508,-0.0431,0.11,LOW,,,PASS,-120,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:points:19.5:under,a7dee1eef19c56f4,LaMelo Ball,points,under,19.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,,,19.5,0.4976,0.5,0.492,-0.0307,0.11,LOW,,,PASS,-112,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
facb6803046eab5c:pra:27.5:over,facb6803046eab5c,Brandon Miller,pra,over,27.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,3,False,34.47,0.6886,0.765,0.5103,0.1452,0.3771,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-119,,,
facb6803046eab5c:pra:27.5:under,facb6803046eab5c,Brandon Miller,pra,under,27.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,3,False,34.47,0.3114,0.235,0.4897,-0.2101,0.3771,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-109,,,
0fcc97fb82556cb2:pra:22.5:over,0fcc97fb82556cb2,Jaylon Tyson,pra,over,22.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,,,22.5,0.4963,0.5,0.4877,-0.0229,0.16,LOW,,,PASS,-108,,,
0fcc97fb82556cb2:pra:22.5:under,0fcc97fb82556cb2,Jaylon Tyson,pra,under,22.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,,,22.5,0.5037,0.5,0.5123,-0.0418,0.16,LOW,,,PASS,-120,,,
220e544c0e1716ed:pra:40.5:over,220e544c0e1716ed,Donovan Mitchell,pra,over,40.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,6,False,41.93,0.5334,0.5512,0.4918,0.0095,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-110,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:pra:40.5:under,220e544c0e1716ed,Donovan Mitchell,pra,under,40.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,6,False,41.93,0.4666,0.4488,0.5082,-0.0746,0.15,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-118,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
2a4f649870db0148:pra:26.5:over,2a4f649870db0148,Miles Bridges,pra,over,26.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,,,26.5,0.5043,0.5,0.5142,-0.0453,0.16,LOW,,,PASS,-122,,,
2a4f649870db0148:pra:26.5:under,2a4f649870db0148,Miles Bridges,pra,under,26.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,,,26.5,0.4957,0.5,0.4858,-0.0235,0.16,LOW,,,PASS,-108,,,
e300be223d9124fe:pra:9.5:over,e300be223d9124fe,Sion James,pra,over,9.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,9.5,0.5104,0.5,0.5347,-0.0585,0.16,LOW,,,PASS,-132,,,
e300be223d9124fe:pra:9.5:under,e300be223d9124fe,Sion James,pra,under,9.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,9.5,0.4896,0.5,0.4653,-0.0055,0.16,LOW,,,PASS,102,,,
ada18546837dac41:pra:27.5:over,ada18546837dac41,Jarrett Allen,pra,over,27.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,,,27.5,0.4943,0.5,0.4808,-0.0203,0.16,LOW,,,PASS,-106,,,
ada18546837dac41:pra:27.5:under,ada18546837dac41,Jarrett Allen,pra,under,27.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,,,27.5,0.5057,0.5,0.5192,-0.0498,0.16,LOW,,,PASS,-125,,,
d6fa084d1a037f96:pra:18.5:over,d6fa084d1a037f96,De'Andre Hunter,pra,over,18.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,ATL,,,4,False,17.05,0.4077,0.3629,0.5123,-0.1377,0.2,LOW,"{'minutes_trend': 0.9953, 'usage_trend': 0.9736, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-120,,,
d6fa084d1a037f96:pra:18.5:under,d6fa084d1a037f96,De'Andre Hunter,pra,under,18.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,ATL,,,4,False,17.05,0.5923,0.6371,0.4877,0.0731,0.2,LOW,"{'minutes_trend': 0.9953, 'usage_trend': 0.9736, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-108,,,
335aba9590921564:pra:14.5:over,335aba9590921564,Lonzo Ball,pra,over,14.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,14.5,0.5031,0.5,0.5103,-0.0403,0.16,LOW,,,PASS,-119,,,
335aba9590921564:pra:14.5:under,335aba9590921564,Lonzo Ball,pra,under,14.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,14.5,0.4969,0.5,0.4897,-0.0246,0.16,LOW,,,PASS,-109,,,
8a59c926ad0214ec:pra:31.5:over,8a59c926ad0214ec,Darius Garland,pra,over,31.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,4,False,37.52,0.6655,0.7417,0.4877,0.1462,0.3309,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-108,,,
8a59c926ad0214ec:pra:31.5:under,8a59c926ad0214ec,Darius Garland,pra,under,31.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,4,False,37.52,0.3345,0.2583,0.5123,-0.2109,0.3309,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-120,,,
440168766d15343b:pra:27.5:over,440168766d15343b,Kon Knueppel,pra,over,27.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,27.5,0.4985,0.5,0.4948,-0.0276,0.16,LOW,,,PASS,-111,,,
440168766d15343b:pra:27.5:under,440168766d15343b,Kon Knueppel,pra,under,27.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,27.5,0.5015,0.5,0.5052,-0.0355,0.16,LOW,,,PASS,-116,,,
a7dee1eef19c56f4:pra:32.5:over,a7dee1eef19c56f4,LaMelo Ball,pra,over,32.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,,,32.5,0.4963,0.5,0.4877,-0.0229,0.11,LOW,,,PASS,-108,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
a7dee1eef19c56f4:pra:32.5:under,a7dee1eef19c56f4,LaMelo Ball,pra,under,32.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CHA,,,,,32.5,0.5037,0.5,0.5123,-0.0418,0.11,LOW,,,PASS,-120,PROBABLE,NBA Official Report,Injury/Illness - Right Wrist; Soreness
b08b695cba57a107:rebounds:6.5:over,b08b695cba57a107,Ryan Kalkbrenner,rebounds,over,6.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,6.5,0.4925,0.5,0.4751,-0.0173,0.06,LOW,,,PASS,-104,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
b08b695cba57a107:rebounds:6.5:under,b08b695cba57a107,Ryan Kalkbrenner,rebounds,under,6.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,6.5,0.5075,0.5,0.5249,-0.0558,0.06,LOW,,,PASS,-129,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Elbow; Sprain
220e544c0e1716ed:rebounds:4.5:over,220e544c0e1716ed,Donovan Mitchell,rebounds,over,4.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,6,False,3.58,0.3848,0.3621,0.4377,-0.0847,0.1805,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,113,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:rebounds:4.5:under,220e544c0e1716ed,Donovan Mitchell,rebounds,under,4.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,CLE,,,6,False,3.58,0.6152,0.6379,0.5623,0.0121,0.1805,LOW,"{'minutes_trend': 1.0077, 'usage_trend': 1.031, 'rest': 1.02}","minutes trend, usage trend, extra rest",PASS,-152,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
e300be223d9124fe:rebounds:2.5:over,e300be223d9124fe,Sion James,rebounds,over,2.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,2.5,0.5097,0.5,0.5323,-0.0593,0.16,LOW,,,PASS,-132,,,
e300be223d9124fe:rebounds:2.5:under,e300be223d9124fe,Sion James,rebounds,under,2.5,4748a28fab48f8c9a17c947771fd53f5,Cleveland Cavaliers,Charlotte Hornets,2025-12-23 00:10:00+00:00,,,,,,2.5,0.4903,0.5,0.4677,-0.0097,0.16,LOW,,,PASS,100,,,
