prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,raw_model_probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_std,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,team_out_detail,team_questionable_detail,team_probable_detail,usage_expectation,expected_usage_factor,expected_usage_notes,pick,odds,market_vig,edge_threshold,confidence_threshold,risk_factor,volatility_factor,volatility_ratio,odds_min,odds_max,odds_confidence_min,odds_confidence_max,confidence_cap_outside_band,reason,calibration_source,calibration_slope,calibration_intercept,injury_status,injury_source,injury_detail,odds_fetched_at,odds_source,market_over_odds,market_prob,market_under_odds
659af3acc1931730:assists:2.5:over,659af3acc1931730,Pelle Larsson,assists,over,2.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,,,,18,False,,,,,,0.0,0.0,,,,1.8,3.7,3.7333333333333334,DOWN,2.496664441476534,,,,0,0,0,,,,,1.0,,PASS,-160,,,,,,,-150,150,-120,120,0.65,ODDS_OUT_OF_RANGE,,,,PROBABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766783875.174922,odds_api,-160,0.5795601552393274,124
659af3acc1931730:assists:2.5:under,659af3acc1931730,Pelle Larsson,assists,under,2.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,,,,18,False,1.71,0.4405,0.6238,0.4872,0.4204,-0.006,0.12,LOW,"{'minutes_trend': 0.85, 'usage_trend': 0.85, 'injury_risk': 0.99, 'rest': 1.02}","minutes trend, usage trend, injury caution, extra rest, high variance",1.8,3.7,3.7333333333333334,DOWN,2.496664441476534,0.4,0.3333333333333333,2,0,0,0,,,,Usage down; Player status: PROBABLE,1.0,,PASS,124,0.0618,0.0345,0.396,1.0,1.15,0.9987,-150,150,-120,120,0.65,,assists,0.3,0.3,PROBABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766783875.174922,odds_api,,,
e79e366ce3926930:assists:4.5:over,e79e366ce3926930,Dyson Daniels,assists,over,4.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,6,False,6.13,0.5003,0.7509,0.5253,0.4896,-0.0189,0.17,LOW,"{'minutes_trend': 0.9751, 'usage_trend': 1.0428, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",5.4,5.3,5.6,FLAT,2.406010991015812,0.6,0.6666666666666666,1,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,Teammates OUT: 3; Teammates Q: 3,1.0,,PASS,-108,0.0605,0.0345,0.396,1.0,1.15,0.5347,-150,150,-120,120,0.65,,assists,0.3,0.3,,,,1766783875.174922,odds_api,,,
e79e366ce3926930:assists:4.5:under,e79e366ce3926930,Dyson Daniels,assists,under,4.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,6,False,6.13,0.4697,0.2491,0.3747,0.5104,-0.0716,0.213,LOW,"{'minutes_trend': 0.9751, 'usage_trend': 1.0428, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",5.4,5.3,5.6,FLAT,2.406010991015812,0.4,0.3333333333333333,-1,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,Teammates OUT: 3; Teammates Q: 3,1.0,,PASS,-118,0.0605,0.0345,0.396,1.0,1.15,0.5347,-150,150,-120,120,0.65,,assists,0.3,0.3,,,,1766783875.174922,odds_api,,,
f2e1a88bd41f4a6b:assists:10.5:over,f2e1a88bd41f4a6b,Trae Young,assists,over,10.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,4,False,9.92,0.4456,0.4557,0.4367,0.4494,-0.0306,0.184,LOW,"{'minutes_trend': 0.8741, 'usage_trend': 1.0508, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",10.4,9.125,9.125,UP,5.221863378417434,0.25,0.25,1,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,Usage up; Teammates OUT: 3; Teammates Q: 3,1.0,,PASS,110,0.0595,0.0345,0.396,1.0,1.15,0.4973,-150,150,-120,120,0.65,,assists,0.3,0.3,,,,1766783875.174922,odds_api,,,
f2e1a88bd41f4a6b:assists:10.5:under,f2e1a88bd41f4a6b,Trae Young,assists,under,10.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,4,False,9.92,0.5244,0.5443,0.4633,0.5506,-0.059,0.184,LOW,"{'minutes_trend': 0.8741, 'usage_trend': 1.0508, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance",10.4,9.125,9.125,UP,5.221863378417434,0.75,0.75,-1,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,Usage up; Teammates OUT: 3; Teammates Q: 3,1.0,,PASS,-140,0.0595,0.0345,0.396,1.0,1.15,0.4973,-150,150,-120,120,0.65,,assists,0.3,0.3,,,,1766783875.174922,odds_api,,,
d580842cfc71315e:blocks:1.5:over,d580842cfc71315e,Kel'el Ware,blocks,over,1.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,4,False,,,,,,0.0,0.0,,,,1.4,1.3,1.2666666666666666,FLAT,1.1595018087284057,,,,5,0,3,Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Vladislav Goldin (G League - Two-Way); Bam Adebayo (Injury/Illness - Lower Back; Soreness); Jahmir Young (G League - Two-Way); Terry Rozier (Not With Team),,Keshad Johnson (Injury/Illness - Head; Illness); Nikola Jovic (Injury/Illness - Right Elbow; Contusion/Laceration); Pelle Larsson (Injury/Illness - Left Ankle; Sprain),,1.0,,PASS,118,,,,,,,-150,150,-120,120,0.65,EXCLUDED_PROP_TYPE,,,,,,,1766783875.174922,odds_api,118,0.4282584157758449,-158
d580842cfc71315e:blocks:1.5:under,d580842cfc71315e,Kel'el Ware,blocks,under,1.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,4,False,,,,,,0.0,0.0,,,,1.4,1.3,1.2666666666666666,FLAT,1.1595018087284057,,,,5,0,3,Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Vladislav Goldin (G League - Two-Way); Bam Adebayo (Injury/Illness - Lower Back; Soreness); Jahmir Young (G League - Two-Way); Terry Rozier (Not With Team),,Keshad Johnson (Injury/Illness - Head; Illness); Nikola Jovic (Injury/Illness - Right Elbow; Contusion/Laceration); Pelle Larsson (Injury/Illness - Left Ankle; Sprain),,1.0,,PASS,-158,,,,,,,-150,150,-120,120,0.65,EXCLUDED_PROP_TYPE,,,,,,,1766783875.174922,odds_api,118,0.571741584224155,-158
515b4af3a6e139dd:blocks:1.5:over,515b4af3a6e139dd,Onyeka Okongwu,blocks,over,1.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,4,False,,,,,,0.0,0.0,,,,0.8,1.4,1.1333333333333333,FLAT,1.505545305418162,,,,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,,1.0,,PASS,152,,,,,,,-150,150,-120,120,0.65,EXCLUDED_PROP_TYPE,,,,,,,1766783875.174922,odds_api,152,0.3712268743914313,-205
515b4af3a6e139dd:blocks:1.5:under,515b4af3a6e139dd,Onyeka Okongwu,blocks,under,1.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,4,False,,,,,,0.0,0.0,,,,0.8,1.4,1.1333333333333333,FLAT,1.505545305418162,,,,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,,1.0,,PASS,-205,,,,,,,-150,150,-120,120,0.65,EXCLUDED_PROP_TYPE,,,,,,,1766783875.174922,odds_api,152,0.6287731256085686,-205
ad66ed90fc3c9bb2:points:5.5:over,ad66ed90fc3c9bb2,Luke Kennard,points,over,5.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,,,,4,False,4.66,0.4717,0.4336,0.4301,0.4896,-0.0475,0.17,LOW,"{'minutes_trend': 1.0292, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",4.2,5.4,5.733333333333333,DOWN,5.037636129950016,0.3,0.4,-2,0,0,0,,,,Usage down,1.0,,PASS,-108,0.0605,0.0345,0.396,1.0,1.15,0.9159,-150,150,-120,120,0.65,,points,0.3,0.3,,,,1766783875.174922,odds_api,,,
ad66ed90fc3c9bb2:points:5.5:under,ad66ed90fc3c9bb2,Luke Kennard,points,under,5.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,,,,4,False,4.66,0.4983,0.5664,0.4699,0.5104,-0.043,0.17,LOW,"{'minutes_trend': 1.0292, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance",4.2,5.4,5.733333333333333,DOWN,5.037636129950016,0.7,0.6,2,0,0,0,,,,Usage down,1.0,,PASS,-118,0.0605,0.0345,0.396,1.0,1.15,0.9159,-150,150,-120,120,0.65,,points,0.3,0.3,,,,1766783875.174922,odds_api,,,
659af3acc1931730:points:9.5:over,659af3acc1931730,Pelle Larsson,points,over,9.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,,,,18,False,4.12,0.4273,0.1157,0.3347,0.4669,-0.0678,0.2541,LOW,"{'minutes_trend': 0.85, 'usage_trend': 0.85, 'injury_risk': 0.99, 'rest': 1.02}","minutes trend, usage trend, injury caution, extra rest, high variance",3.6,6.7,8.6,DOWN,4.498147766951785,0.2,0.4,-8,0,0,0,,,,Usage down; Player status: PROBABLE,1.0,,PASS,102,0.0603,0.0345,0.396,1.0,1.15,0.4735,-150,150,-120,120,0.65,,points,0.3,0.3,PROBABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766783875.174922,odds_api,,,
659af3acc1931730:points:9.5:under,659af3acc1931730,Pelle Larsson,points,under,9.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,,,,18,False,4.12,0.5427,0.8843,0.5653,0.5331,-0.0225,0.134,LOW,"{'minutes_trend': 0.85, 'usage_trend': 0.85, 'injury_risk': 0.99, 'rest': 1.02}","minutes trend, usage trend, injury caution, extra rest, high variance",3.6,6.7,8.6,DOWN,4.498147766951785,0.8,0.6,8,0,0,0,,,,Usage down; Player status: PROBABLE,1.0,,PASS,-130,0.0603,0.0345,0.396,1.0,1.15,0.4735,-150,150,-120,120,0.65,,points,0.3,0.3,PROBABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766783875.174922,odds_api,,,
4d4ec8bd2a6a6c99:points:16.5:over,4d4ec8bd2a6a6c99,Jaime Jaquez Jr,points,over,16.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,4,False,21.23,0.5043,0.7468,0.524,0.4958,-0.0218,0.184,LOW,"{'minutes_trend': 1.1224, 'usage_trend': 1.0067, 'team_usage': 1.075, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, fast pace, high variance",17.4,15.4,14.733333333333333,UP,7.121173436387511,0.4,0.3333333333333333,2,5,0,3,Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Vladislav Goldin (G League - Two-Way); Bam Adebayo (Injury/Illness - Lower Back; Soreness); Jahmir Young (G League - Two-Way); Terry Rozier (Not With Team),,Keshad Johnson (Injury/Illness - Head; Illness); Nikola Jovic (Injury/Illness - Right Elbow; Contusion/Laceration); Pelle Larsson (Injury/Illness - Left Ankle; Sprain),Teammates OUT: 5; Player status: AVAILABLE,1.0,,PASS,-111,0.061,0.0345,0.396,1.0,1.15,0.4316,-150,150,-120,120,0.65,,points,0.3,0.3,AVAILABLE,NBA Official Report,Injury/Illness - Left Calf; Soreness,1766783875.174922,odds_api,,,
4d4ec8bd2a6a6c99:points:16.5:under,4d4ec8bd2a6a6c99,Jaime Jaquez Jr,points,under,16.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,4,False,21.23,0.4657,0.2532,0.376,0.5042,-0.0692,0.2282,LOW,"{'minutes_trend': 1.1224, 'usage_trend': 1.0067, 'team_usage': 1.075, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, fast pace, high variance",17.4,15.4,14.733333333333333,UP,7.121173436387511,0.6,0.6666666666666666,-2,5,0,3,Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Vladislav Goldin (G League - Two-Way); Bam Adebayo (Injury/Illness - Lower Back; Soreness); Jahmir Young (G League - Two-Way); Terry Rozier (Not With Team),,Keshad Johnson (Injury/Illness - Head; Illness); Nikola Jovic (Injury/Illness - Right Elbow; Contusion/Laceration); Pelle Larsson (Injury/Illness - Left Ankle; Sprain),Teammates OUT: 5; Player status: AVAILABLE,1.0,,PASS,-115,0.061,0.0345,0.396,1.0,1.15,0.4316,-150,150,-120,120,0.65,,points,0.3,0.3,AVAILABLE,NBA Official Report,Injury/Illness - Left Calf; Soreness,1766783875.174922,odds_api,,,
